node,namespace,workload_type,pod_count,cpu_usage_percent,memory_usage_percent,disk_usage_percent,network_receive_bytes,network_transmit_bytes,pod_restart_count,pod_ready_percent,node_ready_status,api_server_latency_ms,etcd_latency_ms,scheduler_latency_ms,container_runtime_errors,kubelet_rpc_rate,pvc_usage_percent,time_of_day,day_of_week,is_weekend,cluster_age_days,timestamp,issue_type
node-010,kube-system,statefulset,17.67719512083761,15.364633561080215,24.478956312679347,51.8538359301303,2726597.3584909453,5502832.620185885,2.0917382824422535,96.57128545539084,1,28.149397528871464,7.918922337198287,9.786210569177994,0.9988025513274822,90.7147561148433,67.64987482439813,2.091082047112825,5,0,140.69354628130023,2025-02-07 08:46:09.595296,None
node-005,app-staging,statefulset,48.80742524187273,32.81028835932044,55.71962391585432,96.37195034814101,832961.8591407468,7064109.892577936,1.8669631395557666,99.63637926175586,1,20.673999426880435,9.75014417572672,18.218007226928023,-0.0267189828516596,47.583360121587795,91.59194754859885,11.111684559843866,6,1,16.75726963492612,2025-02-07 09:01:09.595296,disk_pressure
node-012,database,cronjob,49.611245300185935,17.76393515054429,66.43439534461537,65.02163177008455,9069124.581155386,6700074.489396881,0.8569950979993127,97.37786133763404,1,33.012727552906966,3.8470579760496153,21.007059291708742,0.00056044758937107,33.452958748566,65.34979537531275,3.5403628225366073,3,1,24.317209649590573,2025-02-07 09:16:09.595296,None
node-008,app-prod,job,24.299748193456356,24.322152466800723,58.65008462174986,38.16661424508545,106910.2780989817,1541222.6010181513,1.042704791604161,98.55906896289353,1,19.162452119634917,9.279690469855014,14.823569281697718,0.9924472824083346,73.11502730573132,68.55500365157025,10.212133491075239,0,0,131.19772718655994,2025-02-07 09:31:09.595296,None
node-002,kube-system,cronjob,30.21726451521227,27.68449149532046,58.05607842070234,47.9246983913821,83824495.37971897,46192638.91745984,2.3028565398516814,100.0,1,464.12410598515294,125.56192711353967,11.87843107181526,0.05646632991412282,45.44870444992982,13.206036750580363,21.42638761855768,2,0,163.59379823803116,2025-02-07 09:46:09.595296,network_latency
node-011,database,daemonset,37.37220975293601,15.74032523808319,40.222586769449904,68.02346048175087,6762961.566612348,8006625.815049862,1.5607674115840764,100.0,1,10.072436215116383,10.08933855916374,0.24889448887971533,-0.001208570330745869,48.96369215988627,51.076621093474664,19.921690490668965,2,0,227.15025355858765,2025-02-07 10:01:09.595296,None
node-007,messaging,statefulset,44.0235605932786,15.80649237217148,47.29161197725443,54.946424400769274,3762852.1034629876,6407564.179479234,0.0,99.00201022819407,1,15.319130943559065,4.1297532946145665,-19.97169832447582,-0.024416955999828894,95.04344208806036,52.63387856779435,2.1710438884157512,3,0,320.04691979880363,2025-02-07 10:16:09.595296,None
node-013,messaging,job,19.01332115255,18.727295928823956,56.2273892318165,66.38952368339301,9791661.222464573,6744590.7102450095,1.4811777051895674,98.30894901804615,1,42.026627822941606,9.613526615744886,13.712523532687532,0.05508894615424338,93.77351955506637,17.329298611005996,4.135421828998726,6,0,352.00324333976795,2025-02-07 10:31:09.595296,None
node-018,app-dev,job,41.843902641697824,51.277734515544005,64.7720123309124,47.577052915593555,8678374.747303288,3087506.649496686,0.23990089044694193,98.90573882356944,1,39.12575008152045,5.2978965178381765,10.086810105010663,1.0103484919545447,77.43955897531323,46.2764461023309,19.70555748502991,1,0,226.66876654345054,2025-02-07 10:46:09.595296,None
node-008,app-staging,daemonset,23.04668769193205,55.83957280319031,24.15312774266842,35.822280941553615,69222679.5755127,40191926.11970498,0.21508186202074006,98.02373767645642,1,305.25401123748117,165.90786829187343,21.053182108554235,0.0247714525029836,85.54663990460837,36.54741316267406,18.062044813267043,5,0,288.7534210360501,2025-02-07 11:01:09.595296,network_latency
node-014,app-prod,job,16.01495671762502,23.703331879190888,44.001548508563396,45.26632911145863,7364338.810291389,5951985.888392936,2.1186084256511393,98.84107725114687,1,8.558278657025246,0.29704325461147474,8.6751912810433,-0.09360813244932284,89.66972490987682,51.44992719565183,21.229241963187167,0,0,340.4532583782902,2025-02-07 11:16:09.595296,None
node-015,monitoring,deployment,18.623624335146772,29.62346080976031,29.80348674095575,43.822974750681155,6985328.308674455,2523927.7407228886,1.090326246057701,97.59266488506135,1,2.146283287161537,-0.5676730486499868,22.675193284023077,0.9372870502365512,28.60847674072597,14.563301720065219,20.045853214184994,0,1,22.112663774350516,2025-02-07 11:31:09.595296,None
node-007,default,cronjob,12.076689728693552,23.217375423658172,44.8251976793629,34.73398674612912,9597330.516838297,3196257.9405189967,0.863796941000191,100.0,1,6.22120341991233,6.8607970381338275,19.77806466841573,0.005359910046690186,79.91243716977203,21.96505528872313,9.039543861294485,0,0,11.435224454701864,2025-02-07 11:46:09.595296,None
node-019,database,job,47.20422534840362,20.13082224715957,51.16778997480197,63.93613888494759,3688047.7042180803,5088324.4897001395,0.8376017933123816,100.0,1,22.150196753465785,7.390078702045513,29.16304082059509,0.05741070637854394,41.797621065508025,39.73056845920614,10.704800567447847,0,0,332.47817145995595,2025-02-07 12:01:09.595296,None
node-014,messaging,deployment,30.259750328341568,57.81658640187925,51.03398442356207,61.51720543076315,6844622.8060634965,3036026.634602376,2.234522733952401,99.64801288284951,1,29.09848355593371,7.019700173559686,27.703456927599472,1.0451343326718716,48.39648293935949,65.5932951405676,18.684456266814554,2,0,130.51215300213744,2025-02-07 12:16:09.595296,None
node-003,app-staging,job,17.58473005099135,46.03558855514146,48.423380249987275,56.79478013453645,4082897.992626642,4190159.6211723005,0.8430155720350624,98.62916825847726,1,10.390660884659141,12.99539104773,10.807655232110971,0.953989505664077,58.711286598940596,45.234203362884664,5.76676397498047,0,0,211.74873473831653,2025-02-07 12:31:09.595296,None
node-008,messaging,job,30.798328594817676,49.574063421769196,24.277398787893475,37.78687008682904,6823290.957927227,1295127.2330285672,2.0825735191143204,98.11081566961332,1,27.712152063152942,8.103136724810483,17.7509414837946,1.0228757117764902,42.86509587242375,40.801179723573135,8.87214429254061,2,0,67.10299827966466,2025-02-07 12:46:09.595296,None
node-011,kube-system,cronjob,46.583991710203605,19.97638431055495,30.468677645211116,49.35033622353072,8456019.467136169,7399265.816704998,2.0441433940177673,99.89612029817411,1,39.7850900688076,12.767638116777853,13.86977140268532,1.071957278492925,25.036216051918945,11.201378236630543,17.484026093478438,1,0,24.627706250266797,2025-02-07 13:01:09.595296,None
node-018,app-staging,statefulset,44.28062923707902,54.248648087004064,45.53319374798855,65.39615461722586,4634791.094843678,3696689.538745051,1.637671228736913,98.45947418125606,1,52.396948535008754,7.037012041687307,30.977945825189003,-0.026678027506166005,82.46237546562091,38.058351951610874,2.521419094220416,4,1,349.838802838971,2025-02-07 13:16:09.595296,None
node-019,app-staging,deployment,17.99066828041091,16.36291560990723,93.28831550569598,55.440114874953764,7951288.748653507,2483271.407008557,4.953329411763958,97.58868264206681,1,56.490499070183745,0.5453197667795786,23.78534581399747,0.9646933691414459,36.91108138650166,54.57365391929645,18.91679147551189,5,0,107.70145231124656,2025-02-07 13:31:09.595296,memory_pressure
node-018,kube-system,statefulset,2.2687191636076838,29.953295763828972,86.46026648176107,48.15595995154311,0.0,2160601.4766105074,3.3399332347205855,99.46121424811756,1,25.129510076318205,3.869238902329034,30.707093844606945,3.04457789591518,50.49076893727078,47.98713678024442,19.976855837308484,1,0,67.36192204975515,2025-02-07 13:46:09.595296,memory_pressure
node-019,app-staging,job,10.568691610180142,31.70902825540645,35.81204000844088,45.741412518659445,2251977.85971494,4229943.6398948785,1.2057715548118684,97.35635993781536,1,10.374632132895954,2.082254682493801,9.10935262210684,1.0846414097678192,13.506635806789522,24.89155219630766,21.363936754663275,6,1,293.66690959284864,2025-02-07 14:01:09.595296,None
node-001,app-staging,cronjob,4.155932362033596,47.72310111720378,28.64095696185285,50.69332794895867,3947645.0988608426,2174138.586142262,1.9658913090824883,98.45175823460615,1,42.11423759015098,12.98375868224863,5.855892018770016,1.0100890820571968,40.48451965153839,57.09504884723411,5.369436157115319,2,0,356.2610414101889,2025-02-07 14:16:09.595296,None
node-013,default,job,8.14440424152349,25.46014861620752,36.908667182771055,68.14202186017764,3862866.9687511306,3042372.892798817,0.0,99.80587687700498,1,20.567407926453047,3.6159645391345463,9.120813846218832,0.9165606771850678,65.82412470889352,45.57098305811332,14.126668351148014,6,0,107.13756552894131,2025-02-07 14:31:09.595296,None
node-010,messaging,job,8.645122057442988,11.170268507781689,92.75624819849604,62.64066711367982,6299209.268128213,2875160.2016576715,4.9845916654449125,99.02146476913747,1,7.384526543213173,8.164653803278089,27.705328030691952,4.0328286015043915,96.20748770434913,55.04124481805737,4.2292648202536824,3,1,159.14462321124927,2025-02-07 14:46:09.595296,memory_pressure
node-016,app-prod,job,37.08171790785803,17.77213098787787,30.5458220075865,53.92724645720633,7414947.394547958,1456838.8693747185,0.26160885336965584,98.52650082261228,1,36.33918850286336,3.2194410827558317,28.078554941377874,1.032258608490525,84.88746502653149,30.631434063620183,9.086553059458506,6,0,291.79586983861645,2025-02-07 15:01:09.595296,None
node-016,monitoring,job,37.13610604303929,35.950670283570936,35.352207037362525,60.598174026220136,4082303.0715393582,7942949.688181289,0.0,100.0,1,5.259353330718895,5.539824257297617,28.458200114143576,1.0290803487722444,13.049153156470616,61.71130297735361,21.203374814341917,6,0,206.40138663356558,2025-02-07 15:16:09.595296,None
node-005,messaging,deployment,11.510561480914161,35.22240506297334,49.21808068489791,65.21143962039962,7712104.098368381,4999957.624803061,2.2431273889088565,98.25482458252878,1,1.2282819183371176,-0.1714464362956878,25.98741908473862,-0.03676580621799184,15.629660530531437,64.69290072206469,8.299176728410458,2,0,357.31928672672507,2025-02-07 15:31:09.595296,None
node-003,app-dev,cronjob,27.11848070826253,57.517761264220475,51.2800539795689,65.44858582950064,4453110.612653993,3563237.7219074923,2.3906771166364376,98.91767111627615,1,37.42987758163939,7.781605934804716,27.271428783168428,0.1413373358767994,48.72068763797716,16.917158876577407,19.54516286153206,5,1,39.39302084123246,2025-02-07 15:46:09.595296,None
node-010,default,deployment,22.920043018979023,49.58085884287943,32.43929118374926,44.435463631712636,3164906.143143208,3372755.6252318127,2.0279306962306736,99.46597770321848,1,7.538156734575026,1.27148874060825,11.62250322989151,1.1041401473381365,67.07500738367881,25.934652331538373,17.636429279957223,1,0,243.64794819223908,2025-02-07 16:01:09.595296,None
node-015,app-staging,deployment,31.79182274067196,55.1690656900286,52.97466599797712,36.27599742053215,4639208.032349027,3181218.0224355017,2.2658156845933,98.55031019880313,1,61.15255185680974,9.746622846713862,14.21324715542028,0.9914921152167516,29.143723121990362,36.41593648682865,14.915440104922567,0,0,195.49549167135416,2025-02-07 16:16:09.595296,None
node-019,app-staging,daemonset,2.9777785516430035,58.17407976873589,52.232803892266965,40.394652022400706,4437624.819821607,5287793.876188013,2.0408033008526263,99.92102243646382,1,51.998856760995004,2.71854762747504,33.958741642652214,0.9314839293063433,79.32037471402849,26.262721772804994,10.805148141482844,1,1,106.13229831940032,2025-02-07 16:31:09.595296,None
node-005,kube-system,deployment,21.502313665883474,49.535463928453396,22.459199498517282,44.668173949373646,373428.7902993129,6696183.023356214,1.1662281899969262,99.93906300489779,1,5.9314233788049195,1.7815220354385835,10.052251197802185,0.9633558182545601,56.76127672467973,74.30602840115083,4.78630829131881,2,1,243.78633085376052,2025-02-07 16:46:09.595296,None
node-010,app-dev,deployment,31.681523281569262,58.53824776476212,26.448217316055764,69.34067385034305,8753425.230570728,5627467.002320817,1.434517346439502,100.0,1,36.54614416741475,2.928434749513989,29.92553985984107,0.04386189197247655,34.95501002876747,20.39605064169833,11.713269144679575,5,1,342.9609542297968,2025-02-07 17:01:09.595296,None
node-012,kube-system,statefulset,33.73087381872983,11.434299556464342,63.52931846022376,51.65407150307713,9220323.381914608,1407264.1527340077,2.5479121458879814,99.1067072909492,1,478.7468530812181,8.941352665760157,24.098705715861485,0.030980415928017896,12.648181918972924,75.52897739009856,9.386906169331022,3,0,54.163468399583905,2025-02-07 17:16:09.595296,api_server_latency
node-018,database,cronjob,50.23757102561412,46.72941594549297,64.95261815533847,55.15064000259458,7942148.9998409115,5942186.634729078,0.777379973532275,97.97229913598146,1,16.90026710903086,4.377576789447725,18.3327382954038,1.0389704873566608,20.37854209328695,58.94280114901402,17.132951452993634,5,0,23.095756473414042,2025-02-07 17:31:09.595296,None
node-007,kube-system,job,6.781068206717325,43.51712161111025,50.73559728773387,53.91946408294056,1689157.4581620109,7627683.374077173,0.3638524054117561,100.0,1,42.00509476474532,-0.24004338780752388,28.70187986015146,0.022684386391546903,62.82234987355735,67.53071100276958,7.353132242644422,2,1,72.24907754879591,2025-02-07 17:46:09.595296,None
node-020,default,daemonset,12.224065375247955,57.82940527367501,45.282985832074864,61.41633294591054,2860771.0527933314,5967715.914488078,0.41751005761217963,96.57336343475066,1,42.538659588106675,9.05803158343582,10.497749787738716,0.05705296910494088,34.66428449061626,19.76802793349333,13.593740722445085,4,0,24.97810002429373,2025-02-07 18:01:09.595296,None
node-012,kube-system,job,34.73376157474265,21.633509306163084,50.453709336819756,59.11139417144727,8909858.538945088,4401286.984759967,0.5904015015976334,98.8475746764694,1,36.67355256870538,5.603975221717075,14.391675818418522,0.9549656761983509,47.48130595802902,16.86507675299998,21.67844572481939,3,0,36.82324123448588,2025-02-07 18:16:09.595296,None
node-005,kube-system,statefulset,19.5319892486648,40.630043102717075,48.06058874766269,58.70486936715767,4396567.356906757,4331965.520406265,1.4545105610502338,99.2531693016528,1,19.18955279026972,2.1624501214714744,33.28309521715956,-0.051210616355912064,50.764021895801235,71.77312002731199,12.85237374741696,2,1,241.6460379806224,2025-02-07 18:31:09.595296,None
node-004,app-dev,job,23.422901130979568,42.29866734167824,37.53912718802763,34.641941793901985,9850588.245595673,131591.11592519132,0.0,97.84403193458716,1,11.475767579517022,9.253507095587807,30.167651090701387,0.014402084954358766,61.249437592189,48.67439997326101,10.145665775857106,5,0,205.84994441821323,2025-02-07 18:46:09.595296,None
node-014,default,daemonset,41.71281308766958,24.65819982903886,25.658374364938705,50.76750089538217,2258029.133262569,3401094.03660695,0.18199858435217026,98.14588133268784,1,21.231356685887718,-0.5914633469029984,3.53102009624153,-0.06818371475514681,83.58521416930098,68.89455522199472,19.016117289247937,4,1,326.0642112840127,2025-02-07 19:01:09.595296,None
node-020,app-staging,deployment,14.643869024871563,24.042024295684094,58.85119433198747,66.06290234631572,3080542.550667142,1337581.3253965448,0.0636523615011594,99.02690029248816,1,20.718022985766357,2.4596874136816624,23.185732636976393,-0.09954035119876951,16.972397032784304,47.72318730667919,11.863846057887068,3,0,160.06352265842497,2025-02-07 19:16:09.595296,None
node-011,kube-system,deployment,11.419781269629931,17.67617511846416,51.5499625662335,56.94349022133066,84660553.79789458,42007503.44717918,0.786720430779934,98.8081259825786,1,308.44966384138587,147.67925276947312,10.378006140471005,1.0120078027468427,50.573471205065324,29.888429790056115,21.354268713636248,4,0,266.58698588497697,2025-02-07 19:31:09.595296,network_latency
node-007,monitoring,daemonset,20.786216556296207,24.937669685317776,21.311412841559545,59.43036751853094,78741838.93386467,67872164.02017179,1.804631567221997,98.28970485162355,1,410.6464045532924,116.28730456069972,6.042430129145411,0.9575179524444607,85.8212014766008,13.907090969793625,-0.08156241902684136,3,0,144.64445185985508,2025-02-07 19:46:09.595296,network_latency
node-011,monitoring,cronjob,32.229029116133006,52.01864806444098,67.02381499769993,33.14834314364376,8728711.820844756,1342087.1270126468,15.815355703881226,30.26941096532267,0,6.28745032271698,5.675714874479919,23.58709842965055,0.0071610875385819655,42.50936812229912,20.920607594157996,15.551071049992231,5,0,273.5606760411264,2025-02-07 20:01:09.595296,node_failure
node-005,app-prod,deployment,12.674472993490484,21.541556715387728,26.899327199971676,37.27135195129949,7593138.535986934,1515163.813405332,1.9406072984764164,100.0,1,24.14860493682579,8.903901904985004,21.033630634217044,1.0158117455461646,90.25706743819023,51.77988283655645,4.4845323455372945,3,0,245.114474539223,2025-02-07 20:16:09.595296,None
node-010,app-staging,cronjob,5.668708219007384,27.719182605711765,24.08525672562553,48.68768135697674,283121.37505342334,2739851.8605072726,1.577784019468503,97.36247131101743,1,43.71094041319644,8.864800967091561,9.945779728091797,0.950048198297936,52.87189900610308,48.73711695306794,23.535880099296552,0,0,295.3451870419219,2025-02-07 20:31:09.595296,None
node-011,messaging,cronjob,11.87163898186012,58.094340176911516,42.084367743278555,63.056354125299535,8561110.62622069,7618254.98564775,0.23946004899161968,99.58855189558865,1,10.188165487500482,4.379057130078555,10.683811172901184,1.001896729574857,58.2613064748307,52.508278463381224,11.691072039732191,2,0,190.9327673158664,2025-02-07 20:46:09.595296,None
node-011,default,daemonset,6.235101441260676,27.2576935989974,47.27467547772091,45.565624343746116,1723414.1000024136,5916532.004101074,2.417301622325855,99.33894093454442,1,14.191858517925056,11.257396042966718,12.129452651133704,0.9638277274865661,38.89795745588165,56.19861313167495,21.68054471970728,3,0,304.65039702242507,2025-02-07 21:01:09.595296,None
node-003,app-staging,cronjob,26.17296592423485,43.73016864772687,36.89131348008371,35.53506871471632,5703365.00527017,7303901.686940463,1.906300242428188,100.0,1,-1.8025089051264649,4.203978215128379,10.122767785901114,-0.09655787215723367,41.79672634846742,22.96572943635396,5.9086189108555685,2,1,251.3362741423543,2025-02-07 21:16:09.595296,None
node-005,kube-system,daemonset,9.56176460573904,34.193050698343384,98.10045397887684,59.830727810490515,5122330.312321935,5862128.402555818,10.066987692345407,98.71122449602287,1,16.93302605629892,1.4497785551206306,25.296696114102172,3.0302531847790046,74.2520562162675,11.484072917281466,10.873698241775378,5,1,119.94519239901864,2025-02-07 21:31:09.595296,memory_pressure
node-015,app-prod,cronjob,18.937678069962878,25.427582363855677,58.970456622674206,48.93435572751299,7759371.809847979,3294378.201452343,1.688248122568527,100.0,1,21.105628324116267,-0.11565457054958905,10.217471470487812,1.078892478805625,97.62459719045145,65.07581160482295,18.353104966137018,1,1,122.14177717411746,2025-02-07 21:46:09.595296,None
node-012,kube-system,cronjob,9.95021359759423,24.011895308673374,58.68435419689317,41.667569613792836,9421253.147439416,1657704.282021917,0.9189939353457748,98.45616815705368,1,118.54967390493074,219.34017273664304,34.28420248373272,0.015508958864041836,49.21356793313351,40.31431075813079,10.671070941294492,1,0,47.02243540596599,2025-02-07 22:01:09.595296,etcd_high_latency
node-011,monitoring,statefulset,5.693823195759266,24.722656386667737,61.89497970523488,57.94973462170932,1680432.8879321727,4935183.072064896,0.8392649846649214,98.95552183269723,1,44.576474189566696,0.9962842004570476,9.159739449654529,0.08964907599816212,60.403280742259156,62.43881813267461,16.125667088177916,3,0,141.58693251895627,2025-02-07 22:16:09.595296,None
node-002,app-prod,job,43.25002813871601,49.88324572749844,42.969740256551276,35.994515309184095,9060626.564350102,4055472.254460414,15.142156548982886,52.75282928340817,1,26.062580483013623,13.429955617095722,7.661435664264934,8.039902716015353,62.98904129780648,28.05275906255771,12.464739874913866,1,1,345.50894597284764,2025-02-07 22:31:09.595296,pod_crash_loop
node-017,default,job,32.55397670497124,11.868929657615707,38.61006134198878,45.58790443034643,8469507.420216985,3525441.5708341603,0.0,100.0,1,36.09007878058494,3.974186705274028,18.373122037755163,0.958056142619181,23.048805429316847,35.98367355050005,10.202514934576843,6,1,90.10679966537569,2025-02-07 22:46:09.595296,None
node-015,messaging,statefulset,11.249861917306255,12.77009581578043,59.43000658126578,47.529154550558154,2930945.2910145083,838412.8420958617,0.0,99.88503989487941,1,19.30622706609354,6.1005005316565,25.130634723639773,1.003184925263534,32.10086757594843,63.07447236844664,6.15279289281659,2,0,32.829218350815125,2025-02-07 23:01:09.595296,None
node-011,app-staging,deployment,27.063368672797456,30.872848242535305,40.56858269345136,47.468924928928786,8584490.210793149,2560615.8933494478,0.11530772823650565,98.08459442730798,1,27.973348369606597,1.6010376191810822,15.606185064805086,0.12157922297441484,76.42858326134794,16.153509413252973,18.73645247974988,6,0,292.20475320662524,2025-02-07 23:16:09.595296,None
node-003,app-dev,daemonset,21.97523057091713,33.15824380159955,55.954304747353056,36.936898100241116,4289279.940747419,4080372.5620518066,19.98443066592642,55.445121465386734,1,21.29276317214798,15.646161636296544,7.609567613193295,2.957465032417401,15.939195742834306,53.61225018122101,11.20080822036215,4,1,344.9895614300426,2025-02-07 23:31:09.595296,pod_crash_loop
node-015,default,statefulset,8.081764298690823,22.200678669114087,51.27604803153023,44.516403794964276,10281983.901264599,0.0,0.0,99.0741845085756,1,51.537556995266826,4.118837375554559,26.114171190989776,0.005444215726657676,58.942784545568415,38.00726169456191,20.226225275342117,2,0,52.74571663259776,2025-02-07 23:46:09.595296,None
node-016,database,cronjob,8.188759009283812,23.890094227158066,85.61935320059055,48.31989162431987,8696837.159401543,1551839.241534802,8.753691472268372,98.90705637662384,1,-2.1446464153267266,1.6116309602684689,10.303742226373283,3.06449811543893,100.74695324130374,67.13508944084145,9.624728689026998,5,0,364.7503095153654,2025-02-08 00:01:09.595296,memory_pressure
node-006,monitoring,daemonset,35.56824746192777,20.94108844377964,69.95553007242002,62.22679509069472,2304902.8280949886,2999348.963973258,0.7961006328498774,98.25981432130764,1,22.541188446914386,7.482086539005953,8.629363695972334,0.05510459645420073,15.80533806626989,39.492997036618064,21.836068232179883,5,0,270.18560837159146,2025-02-08 00:16:09.595296,None
node-014,kube-system,statefulset,23.060182655888358,41.54347720742042,43.60583900113289,56.276093097515904,3832696.551562884,7236854.129714157,2.236990368696601,98.92712192373541,1,11.15139301992717,11.06704018846749,12.410281375276076,-0.040247823673252726,83.32172674549085,43.84517321774273,9.088010257068623,1,0,169.25106726588635,2025-02-08 00:31:09.595296,None
node-008,app-dev,cronjob,20.793272113060254,51.355258963648055,32.25787567581118,56.27694737144163,7292012.5390452705,1129970.827891468,1.121468676450481,99.37706973287747,1,1.3984141960202843,4.846965467250092,11.752998119104824,0.12578144693976342,27.144412364865165,55.917745688235016,18.66805268146893,2,1,284.97542003483665,2025-02-08 00:46:09.595296,None
node-003,default,cronjob,19.063441622447005,42.86985299420957,58.13967825516655,46.32426611083273,7202605.816772029,3676893.851997009,10.7803013579832,28.86041737535614,0,33.16739535219056,3.7914917191972415,4.727156834080214,1.002667064674122,37.06033436339873,15.938226311487686,-0.0027888668395139593,1,0,208.9926217205839,2025-02-08 01:01:09.595296,node_failure
node-005,app-dev,daemonset,47.625833374255215,58.49337374403241,37.13365047760975,45.5418067539492,7696049.612774346,3660362.249182175,0.0,98.70134273761387,1,23.119696847161535,6.992427457212017,15.801372425736544,-0.008551192958697433,14.396085717789493,76.62788533086155,19.07409895618212,3,0,81.5018736524496,2025-02-08 01:16:09.595296,None
node-019,app-dev,statefulset,12.848123114291473,36.52725818184083,45.96555176513592,49.54133377050299,3436211.8781398297,1609523.51555491,0.6662139781587038,99.11333520475833,1,48.22804279847067,1.4009958538690426,18.128032297289813,-0.04239828455225239,35.59354322711999,51.878911298797775,19.701749957489746,5,0,148.59981959886508,2025-02-08 01:31:09.595296,None
